xeh	string[32]	byte	byte	byte	byte	dword	dword	dword	float	ubyte	ubyte	ubyte	byte	float	dword	dword	xeh	dword	dword	dword	dword	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	dword	dword	END
0F10B	Гамма-Лазер 	-1	1	52	0	13610	1500	1	150	4	6	40	0	1	0	0	154	7	4112	1	3	00210	00211	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	104	
1010B	Снайпер 	-1	1	54	0	14125	2034	1	150	4	6	40	0	1	0	0	227	8	4112	0	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	108	
0F003	Алый Осколок Граззира 	-1	3	60	0	31280	2034	1	150	2	6	52	0	1,299999952	0	0	153	7	4112	0	-1	00212	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	240	
0FC03	Храмовник 	-1	4	60	0	62560	2034	0	25	2	6	52	0	1,299999952	0	0	160	1	514	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	300	
0FE0B	Тамплиер Разведчик 	-1	1	58	0	15135	2034	1	150	4	6	40	0	1	0	0	163	7	4112	0	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	116	
0F403	Тамплиер Рыцарь 	-1	3	59	0	30620	1500	0	25	4	6	40	0	1	0	0	157	7	514	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	236	
0B407	Разрушитель М11	-1	2	70	0	363200	3000	1	150	4	6	64	0	1,600000024	0	1	11B	9	514	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	980	
12707	Леоновас 	-1	2	63	0	978900	2034	0	25	4	6	72	0	1,799999952	0	1	18D	3	514	0	0	00213	00214	00197	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	882	
12307	Принц Убийц 	-1	2	56	0	292600	2034	1	150	4	6	80	0	2	0	1	189	17	2056	0	2	00033	00215	00216	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	784	
11E0B	Священный Интервент 	-1	1	55	0	14305	1500	1	150	4	6	40	0	1	0	0	184	7	257	1	3	00217	00218	00219	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	110	
12B03	Дезертир Армии Хедина 	-1	3	60	0	31280	2034	1	150	2	6	52	0	1,299999952	0	0	228	8	514	0	-1	00199	00002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	240	
1290B	Каменный Голем Страж 	-1	1	53	0	13805	1200	1	150	4	6	40	0	1	0	0	18F	7	257	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	106	
13D03	Каменный Голем Рыцарь 	-1	3	58	0	30270	1200	0	25	4	6	40	0	1	0	0	166	3	514	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	232	
12603	Каменный Голем Берсеркер 	-1	4	60	0	62560	2034	0	25	2	6	52	0	1,299999952	0	0	18C	3	514	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	300	
12F03	Воин Щитоносец 	-1	3	58	0	30270	1500	0	25	4	6	40	0	1	0	0	195	1	514	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	232	
13103	Разрушитель Башен 	-1	4	60	0	62560	3000	1	150	4	6	52	0	1,299999952	0	0	197	9	514	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	300	
02403	Скарабей Воин	-1	6	46	0	4814	2034	0	26,25	2	4	28	0	0,699999988	0	0	039	21	8	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	92	
06C13	Гоблин Солдат	-1	6	49	0	25700	2034	0	25	4	6	52	0	1,299999952	0	0	0EF	4	258	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	98	
00C13	Древний Ратозверь	-1	6	47	0	4902	2034	0	31,25	2	4	40	0	1	0	0	018	21	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	94	
06213	Электропаук	-1	6	48	0	25080	2034	0	25	4	6	40	0	1	0	0	0E5	21	514	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	96	
04E03	Реликтовый Псевдодракон	-1	6	50	0	5242	1500	0	300	4	6	60	0	1,5	0	0	0A1	21	2049	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	100	
02303	Серебряный Ящер	-1	6	52	0	5444	2034	0	37,5	2	4	40	0	1	0	0	045	21	2049	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	104	
0B703	Ядовитый Арахнид	-1	6	53	0	5522	2034	0	48,75	2	4	52	0	1,299999952	0	0	119	21	520	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	106	
0B523	Желтый Арахнид	-1	6	54	0	5650	2034	0	25	2	3	40	0	1	0	0	117	21	520	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	108	
02413	Скарабей Убийца	-1	6	55	0	5722	2034	0	31,875	2	4	34	0	0,850000024	0	0	039	21	8	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	110	
05F03	Механический Мотылек	-1	6	51	0	5316	2034	0	25	2	3	30	0	0,75	0	0	0B2	21	257	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	102	
02C03	Медведка Берсерк	-1	6	57	0	5924	2034	0	45	2	4	48	0	1,200000048	0	0	057	21	8	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	114	
03D03	Реликтовый Лобстер	-1	6	56	0	5852	2034	0	52,5	2	4	48	0	1,200000048	0	0	069	21	8	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	112	
0981C	Злобный Матти	-1	0	17	0	860	2034	0	40	2	5	40	0	1	0	0	0FB	21	257	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	0	
09A1C	Злобный Тотти	-1	0	17	0	860	2034	0	40	2	5	40	0	1	0	0	11C	21	257	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	0	
09900	Родственник Ватти 	-1	0	17	0	860	2034	0	25	4	6	40	0	1	0	0	0FD	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	17	
09901	Родственник Ватти 	-1	0	17	0	860	2034	0	25	4	6	40	0	1	0	0	0FD	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	17	
09902	Родственник Ватти 	-1	0	17	0	860	2034	0	25	4	6	40	0	1	0	0	0FD	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	17	
0A100	Родственник Шутти 	-1	0	17	0	860	2034	0	25	2	6	40	0	1	0	0	102	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	17	
0A101	Родственник Шутти 	-1	0	17	0	860	2034	0	25	2	6	40	0	1	0	0	102	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	17	
0A102	Родственник Шутти 	-1	0	17	0	860	2034	0	25	2	6	40	0	1	0	0	102	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	17	
09C00	Родственник Тотти 	-1	0	17	0	860	2034	0	25	2	6	9,600000381	0	0,059999999	0	0	101	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	17	
09C01	Родственник Тотти 	-1	0	17	0	860	2034	0	25	2	6	9,600000381	0	0,059999999	0	0	101	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	17	
09C02	Родственник Тотти 	-1	0	17	0	860	2034	0	25	2	6	9,600000381	0	0,059999999	0	0	101	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	17	
0A000	Родственник Нотти 	-1	0	17	0	860	2034	0	25	2	6	40	0	1	0	0	100	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	17	
0A001	Родственник Нотти 	-1	0	17	0	860	2034	0	25	2	6	40	0	1	0	0	100	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	17	
0A002	Родственник Нотти 	-1	0	17	0	860	2034	0	25	2	6	40	0	1	0	0	100	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	17	
05904	Жутти 	-1	2	10	0	33200	2034	0	80	2	5	20	0	2	0	1	0AC	21	257	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	140	
05905	Жутти 	-1	2	10	0	33200	2034	0	80	2	5	20	0	2	0	1	0AC	21	257	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	140	
05906	Жутти 	-1	2	10	0	33200	2034	0	80	2	5	20	0	2	0	1	0AC	21	257	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	140	
1400B	Железный Поджегатель 	-1	1	62	0	22603	2034	0	25	4	6	80	0	2	0	0	202	13	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	124	
1460B	Пчи 	-1	1	61	0	22141	2034	0	25	6	9	80	0	2	0	0	208	9	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	122	
14A03	Древний Робо-клинок 	-1	3	63	0	45682	2034	0	25	4	6	60	0	1,5	0	0	20C	1	514	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	252	
14B03	Древняя Робо-пушка 	-1	3	63	0	45682	2034	1	150	4	6	60	0	1,5	0	0	20D	10	514	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	252	
14C03	Холстомер 	-1	4	65	0	107616	2034	1	150	4	6	60	0	1,5	0	0	20F	9	514	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	325	
14D07	Элди Крош 	-1	2	70	0	1089600	2034	0	25	4	6	64	0	1,600000024	0	1	210	21	6	0	0	00220	00221	00222	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	980	
1430B	Бродячий Мутант 	-1	1	57	0	17772	2034	0	25	2	3	56	0	1,399999976	0	0	205	4	258	1	0	00223	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	114	
14903	Растение Мутант 	-1	3	59	0	27558	2034	0	25	4	6	56	0	1,399999976	0	0	20B	1	256	1	0	00224	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	236	
1440B	Смертельный Коготь 	-1	1	58	0	19676	1500	0	25	5	8	68	0	1,700000048	0	0	206	21	514	1	0	00225	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	116	
14203	Смертоносный Жнец 	-1	3	60	0	29716	2034	0	25	3	5	80	0	2	0	0	204	21	514	1	0	00226	00116	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	240	
14803	Бронзовый Дракон 	-1	4	62	0	64580	2034	1	150	2	6	96	0	2,400000095	0	0	20A	21	2049	0	-1	00227	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	310	
14703	Гоблин Куриан 	-1	3	62	0	32290	2034	0	25	2	6	80	0	2	0	0	209	21	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	248	
14103	Мутант Убийца 	-1	3	68	0	49448	2034	0	25	4	6	68	0	1,700000048	0	0	203	21	2064	1	0	00228	00229	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	272	
14503	Инфицированный Монстр 	-1	3	60	0	31280	2034	0	25	2	6	60	0	1,5	0	0	207	3	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	240	
14E03	Металический Эльф Лучник 	-1	4	64	0	86580	2034	1	150	2	6	68	0	1,700000048	0	0	211	7	257	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	320	
14F03	Металический Эльф Стрелок 	-1	4	64	0	86580	2034	1	150	2	6	68	0	1,700000048	0	0	212	11	2050	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	320	
15003	Металический Эльф Рыцарь 	-1	5	65	0	100890	2034	0	25	2	6	56	0	1,399999976	0	0	213	2	514	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	390	
15103	Металический Эльф Берсерк 	-1	5	65	0	100890	2034	0	25	2	6	56	0	1,399999976	0	0	214	3	514	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	390	
15013	Металический Эльф Страж 	-1	4	66	0	89206	2034	0	25	2	6	68	0	1,700000048	0	0	213	2	514	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	330	
15113	Металический Эльф Страж 	-1	4	66	0	89206	2034	0	25	2	6	68	0	1,700000048	0	0	214	3	514	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	330	
13F0C	Металический Эльф Страж 	-1	0	64	0	3330	2034	1	150	2	6	40	0	1	0	0	201	9	514	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	0	
15407	Королева Металических Эльфов 	-1	2	67	0	346400	2034	1	150	2	6	52	0	1,299999952	0	1	217	9	514	0	-1	00230	00231	00232	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	938	
15503	Культист Нарум Разрушитель 	-1	3	65	0	53808	2034	0	25	4	6	44	0	1,100000024	0	0	218	4	513	1	1	00233	00234	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	260	
15603	Шипоголов Гремл Стрелок 	-1	3	63	0	39156	1200	1	150	4	6	58	0	1,450000048	0	0	219	7	513	1	3	00235	00236	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	252	
15703	Змееголов Кукра Берсерк 	-1	3	66	0	54896	2034	0	25	4	6	48	0	1,200000048	0	0	21A	2	513	1	0	00237	00238	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	264	
15803	Культист Нарум Лейтенант 	-1	4	66	0	68620	2034	0	25	4	6	48	0	1,200000048	0	0	21B	21	513	0	1	00238	00239	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	330	
15903	Шипоголов Гремл Лейтенант 	-1	4	64	0	66600	2034	0	25	4	6	56	0	1,399999976	0	0	21C	21	258	0	3	00240	00241	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	320	
15A03	Змееголов Кукра Лейтенант 	-1	4	67	0	187056	2034	0	25	4	6	48	0	1,200000048	0	0	21D	1	513	0	0	00242	00243	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	335	
15B03	Высший Эльф Маг 	-1	4	67	0	69280	2034	1	150	2	6	48	0	1,200000048	0	0	21F	7	273	0	-1	00244	00245	00246	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	335	
15C03	Высшая Эльфийка Волшебница 	-1	4	67	0	69280	2034	0	25	2	6	48	0	1,200000048	0	0	220	5	257	0	-1	00247	00248	00246	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	335	
15D03	Высший Эльф Лучник 	-1	4	68	0	70640	2034	1	150	2	6	48	0	1,200000048	0	0	221	7	273	0	-1	00249	00250	00246	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	340	
15E03	Высший Эльф Рыцарь 	-1	5	68	0	105960	2034	0	25	2	6	52	0	1,299999952	0	0	222	2	514	0	-1	00251	00246	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	408	
15E13	Высший Эльф Страж 	-1	5	68	0	105960	2034	0	25	2	6	52	0	1,299999952	0	0	222	2	514	0	-1	00251	00246	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	408	
15217	Королева Высших Эльфов 	-1	2	55	0	286100	2034	1	150	2	6	60	0	1,5	0	1	224	5	257	0	-1	00252	00253	00254	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	770	
15F0B	Дерево Игдрассиль 	-1	1	66	0	17155	2034	1	150	2	6	31,5	0	0,699999988	0	0	225	21	514	0	-1	00244	00228	00255	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	132	
15307	Геродианин Джетсо 	-1	2	70	0	363200	2034	0	25	2	6	45	0	1	0	1	226	21	514	0	-1	00256	00257	00258	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	980	
0B543	Яростный Лавовый Арахнид 	-1	0	51	0	2658	2034	0	37,5	2	4	40	0	1	0	0	117	21	520	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	51	
0B71B	Яростный Взрослый Арахнид 	-1	1	51	0	13290	2034	0	37,5	2	4	40	0	1	0	0	119	21	520	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	102	
0B607	Яростный Гигантский Арахнид	-1	2	54	0	1130000	2034	0	56,25	2	4	60	0	1,5	0	1	118	21	520	0	2	00259	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	756	
0B61C	Гигантский Арахнид Страж 	-1	0	51	0	13290	2034	0	18,75	2	4	20	0	0,5	0	0	118	21	520	1	2	00260	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	0	
06103	Чемпион Магмовых Воинов 	-1	3	52	0	54440	2034	0	25	2	5	80	0	2	0	0	0B4	6	514	1	0	00261	00262	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	208	
0BB07	Предводитель Псевдодраконов 	-1	2	55	0	1144400	1500	0	240	4	6	80	0	2	0	1	11E	14	2049	0	0	00263	00264	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	770	
0BB0C	Псевдодракон Страж 	-1	0	52	0	13610	1500	0	120	4	6	40	0	1	0	0	11E	14	2049	0	0	00265	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	0	
0620B	Бронированный Электропаук 	-1	1	53	0	69025	2034	0	25	4	6	40	0	1	0	0	0E5	21	514	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	106	
0A913	Рунный столб Древних 	-1	5	55	0	171660	2034	0	0	0	0	18	0	1	0	0	10A	-1	10	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	330	
04317	Кровавый Культист 	-1	2	56	0	1170400	2034	0	65,625	3	6	60	0	1,5	0	1	099	21	513	0	0	00266	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	784	
0431C	Кровавый Культист Страж 	-1	0	53	0	13805	2034	0	35	3	6	32	0	0,800000012	0	0	099	21	513	0	0	00267	00268	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	0	
0542B	Патрульный Бот Дельта 	-1	1	54	0	14125	2034	1	56,25	2	6	60	0	1,5	0	0	0A7	9	514	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	108	
0B413	Уничтожитель 	-1	3	54	0	28250	3000	1	150	4	6	52	0	1,299999952	0	0	11B	9	514	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	216	
09207	Имперский Разрушитель Икс 	-1	2	57	0	14810	2034	0	25	3	6	60	0	1,5	0	1	0F5	21	514	0	2	00269	00270	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	798	
0920C	Имперский Разрушитель Страж 	-1	0	54	0	14125	2034	0	25	3	6	20	0	0,5	0	0	0F5	21	514	0	2	00261	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	0	
02C13	Яростная Медведка 	-1	3	55	0	28610	2034	0	37,5	2	4	40	0	1	0	0	057	21	8	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	220	
03D07	Лобстер Патриарх 	-1	2	58	0	1210800	2034	0	65,625	2	4	60	0	1,5	0	1	069	21	8	0	1	00271	00272	00273	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	812	
03D1C	Страж Лобстера Патриарха 	-1	0	55	0	14305	2034	0	35	2	4	32	0	0,800000012	0	0	069	21	8	0	1	00274	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	0	
0A513	Кристальная Амфора 	-1	5	56	0	87780	2034	0	0	0	0	20	0	1	0	0	107	-1	514	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	336	
06C23	Вождь Гоблинов 	-1	3	56	0	146300	2034	0	25	4	6	40	0	1	0	0	0EF	4	258	1	3	00275	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	224	
14307	Вожак Стригой 	-1	2	59	0	612400	2034	0	25	2	6	80	0	2	0	1	205	4	258	0	-1	00276	00277	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	826	
1430C	Страж Вожака Стригоя 	-1	0	56	0	14630	2034	0	25	2	6	40	0	1	0	0	205	4	258	0	-1	00278	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	0	
04F03	Робо-клинок Бета	-1	3	57	0	29620	2034	0	40	4	6	40	0	1	0	0	0A2	1	514	0	-1	00279	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	228	
05003	Робо-пушка Бета	-1	3	57	0	29620	2034	1	200	4	6	40	0	1	0	0	0A3	10	514	0	-1	00280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	228	
05207	Усиленный Робо-клинок 	-1	2	60	0	15640	2034	0	80	4	6	80	0	2	0	1	0A5	1	514	0	-1	00281	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	840	
0521C	Усиленная Робо-пушка 	-1	0	55	0	14305	2034	0	32	4	6	32	0	0,800000012	0	0	0A5	1	514	0	-1	00282	00283	00284	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	0	
0690B	Каменный Солдат 	-1	1	58	0	75675	2034	0	25	4	6	40	0	1	0	0	0EC	6	514	1	3	00285	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	116	
06807	Кровавая Лапа 	-1	2	61	0	1265200	2034	0	25	4	6	80	0	2	0	1	0EB	3	514	0	1	00286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	854	
0680C	Страж Кровавой Лапы 	-1	0	56	0	14630	2034	0	25	4	6	40	0	1	0	0	0EB	3	514	1	1	00287	00288	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	0	
06713	Монументальное Надгробие 	-1	3	58	0	302700	2034	0	25	0	0	32	0	0,800000012	0	0	0EA	3	520	0	-1	00289	00290	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	232	
0A74B	Объемный Кристалл Памяти 	-1	1	58	0	302700	2034	0	0	0	0	10	0	1	0	0	109	-1	2560	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	116	
0911B	Кристальная Пирамида 	-1	1	58	0	302700	2034	0	0	0	0	44	0	1	0	0	0F4	-1	514	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	116	
03903	Ундина 	-1	3	58	0	30270	2034	0	31,25	3	6	40	0	1	0	0	08D	21	4352	0	1	00280	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	232	
03907	Королева Ундин 	-1	2	62	0	1291600	2034	0	125	3	6	160	0	4	0	1	08D	21	4352	0	1	00291	00292	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	868	
0390C	Страж Королевы Ундин 	-1	0	57	0	14810	2034	0	31,25	3	6	40	0	1	0	0	08D	21	4352	0	1	00268	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	0	
09427	Кукла Баал-Хамон 	-1	2	63	0	1599	2034	0	25	3	5	80	0	2	0	1	0F7	2	520	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	882	
09437	Баал-Хамон 	-1	2	63	0	1305200	2034	0	25	3	5	80	0	2	0	1	0F7	2	520	0	0	00293	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	882	
06E1C	Страж Баал Хамона 	-1	0	58	0	4541	2034	0	25	4	6	56	0	1,399999976	0	0	0F1	2	520	0	0	00294	00295	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	0	
0A75B	Объемный Кристалл Памяти 	-1	1	58	0	302700	2034	0	0	0	0	10	0	1	0	0	109	-1	2560	0	0	00294	00295	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	116	
0A76B	Объемный Кристалл Памяти 	-1	1	58	0	302700	2034	0	25	0	0	10	0	1	0	0	109	-1	2560	0	-1	00294	00295	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	116	
0A77B	Объемный Кристалл Памяти 	-1	1	58	0	302700	2034	0	25	0	0	10	0	1	0	0	109	-1	2560	0	-1	00294	00295	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	116	
00E03	Ядовитый Стригой 	-1	0	59	0	2143	2034	0	25	7	9	40	0	1	0	0	013	21	768	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	0	
