string[64]	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	END
bxcsa58	iycse83	1	5272	iycse74	1	974	iycse92	1	1313	iycse85	1	445	iycse68	1	383	iycsf02	1	595	iycsf07	1	211	iycse83	1	196	iycse94	1	175	iycsf04	1	97	iycse76	1	96	iycse92	1	77	iycsf02	1	43	iycse70	1	38	iycse77	1	25	iycsf09	1	18	iycse71	1	14	iycse86	1	11	iycsf10	1	8	iycse95	1	6	iycsf11	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa59	iycsf24	1	5272	iycsf26	1	974	iycsf33	1	1313	iycsf18	1	445	iycsf35	1	383	iycsf42	1	595	iycsf44	1	211	iycsf25	1	196	iycsf12	1	175	iycsf50	1	97	iycsf27	1	96	iycsf34	1	77	iycsf43	1	43	iycsf36	1	38	iycsf19	1	25	iycsf45	1	18	iycsf13	1	14	iycsf30	1	11	iycsf51	1	8	iycsf39	1	6	iycsf48	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa60	iycsf27	1	5272	iycsf19	1	974	iycsf36	1	1313	iycsf30	1	445	iycsf13	1	383	iycsf45	1	595	iycsf51	1	211	iycsf28	1	196	iycsf39	1	175	iycsf48	1	97	iycsf29	1	96	iycsf37	1	77	iycsf46	1	43	iycsf38	1	38	iycsf20	1	25	iycsf47	1	18	iycsf14	1	14	iycsf31	1	11	iycsf52	1	8	iycsf40	1	6	iycsf49	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa61	iycsf29	1	5272	iycsf20	1	974	iycsf38	1	1313	iycsf31	1	445	iycsf14	1	383	iycsf47	1	595	iycsf52	1	211	iycsf29	1	196	iycsf40	1	175	iycsf49	1	97	iycsf22	1	96	iycsf38	1	77	iycsf47	1	43	iycsf16	1	38	iycsf23	1	25	iycsf54	1	18	iycsf17	1	14	iycsf32	1	11	iycsf55	1	8	iycsf41	1	6	iycsf56	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa62	iycsf24	1	5272	iycsf26	1	974	iycsf33	1	1313	iycsf18	1	445	iycsf35	1	383	iycsf42	1	595	iycsf44	1	211	iycsf25	1	196	iycsf12	1	175	iycsf50	1	97	iycsf27	1	96	iycsf34	1	77	iycsf43	1	43	iycsf36	1	38	iycsf19	1	25	iycsf45	1	18	iycsf13	1	14	iycsf30	1	11	iycsf51	1	8	iycsf39	1	6	iycsf48	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa63	iycsf27	1	5272	iycsf19	1	974	iycsf36	1	1313	iycsf30	1	445	iycsf13	1	383	iycsf45	1	595	iycsf51	1	211	iycsf28	1	196	iycsf39	1	175	iycsf48	1	97	iycsf29	1	96	iycsf37	1	77	iycsf46	1	43	iycsf38	1	38	iycsf20	1	25	iycsf47	1	18	iycsf14	1	14	iycsf31	1	11	iycsf52	1	8	iycsf40	1	6	iycsf49	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa64	iycsf29	1	5272	iycsf20	1	974	iycsf38	1	1313	iycsf31	1	445	iycsf14	1	383	iycsf47	1	595	iycsf52	1	211	iycsf29	1	196	iycsf40	1	175	iycsf49	1	97	iycsf22	1	96	iycsf38	1	77	iycsf47	1	43	iycsf16	1	38	iycsf23	1	25	iycsf54	1	18	iycsf17	1	14	iycsf32	1	11	iycsf55	1	8	iycsf41	1	6	iycsf56	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa65	iycsf24	1	5272	iycsf26	1	974	iycsf33	1	1313	iycsf18	1	445	iycsf35	1	383	iycsf42	1	595	iycsf44	1	211	iycsf25	1	196	iycsf12	1	175	iycsf50	1	97	iycsf27	1	96	iycsf34	1	77	iycsf43	1	43	iycsf36	1	38	iycsf19	1	25	iycsf45	1	18	iycsf13	1	14	iycsf30	1	11	iycsf51	1	8	iycsf39	1	6	iycsf48	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa66	iycsf27	1	5272	iycsf19	1	974	iycsf36	1	1313	iycsf30	1	445	iycsf13	1	383	iycsf45	1	595	iycsf51	1	211	iycsf28	1	196	iycsf39	1	175	iycsf48	1	97	iycsf29	1	96	iycsf37	1	77	iycsf46	1	43	iycsf38	1	38	iycsf20	1	25	iycsf47	1	18	iycsf14	1	14	iycsf31	1	11	iycsf52	1	8	iycsf40	1	6	iycsf49	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa67	iycsf29	1	5272	iycsf20	1	974	iycsf38	1	1313	iycsf31	1	445	iycsf14	1	383	iycsf47	1	595	iycsf52	1	211	iycsf29	1	196	iycsf40	1	175	iycsf49	1	97	iycsf22	1	96	iycsf38	1	77	iycsf47	1	43	iycsf16	1	38	iycsf23	1	25	iycsf54	1	18	iycsf17	1	14	iycsf32	1	11	iycsf55	1	8	iycsf41	1	6	iycsf56	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa68	iycsf69	1	5272	iycsf71	1	974	iycsf78	1	1313	iycsf63	1	445	iycsf80	1	383	iycsf87	1	595	iycsf89	1	211	iycsf70	1	196	iycsf57	1	175	iycsf95	1	97	iycsf72	1	96	iycsf79	1	77	iycsf88	1	43	iycsf81	1	38	iycsf64	1	25	iycsf90	1	18	iycsf58	1	14	iycsf75	1	11	iycsf96	1	8	iycsf84	1	6	iycsf93	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa69	iycsf72	1	5272	iycsf64	1	974	iycsf81	1	1313	iycsf75	1	445	iycsf58	1	383	iycsf90	1	595	iycsf96	1	211	iycsf73	1	196	iycsf84	1	175	iycsf93	1	97	iycsf74	1	96	iycsf82	1	77	iycsf91	1	43	iycsf83	1	38	iycsf65	1	25	iycsf92	1	18	iycsf59	1	14	iycsf76	1	11	iycsf97	1	8	iycsf85	1	6	iycsf94	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa70	iycsf74	1	5272	iycsf65	1	974	iycsf83	1	1313	iycsf76	1	445	iycsf59	1	383	iycsf92	1	595	iycsf97	1	211	iycsf74	1	196	iycsf85	1	175	iycsf94	1	97	iycsf67	1	96	iycsf83	1	77	iycsf92	1	43	iycsf61	1	38	iycsf68	1	25	iycsf99	1	18	iycsf62	1	14	iycsf77	1	11	iycsg01	1	8	iycsf86	1	6	iycsg02	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa71	iycsf69	1	5272	iycsf71	1	974	iycsf78	1	1313	iycsf63	1	445	iycsf80	1	383	iycsf87	1	595	iycsf89	1	211	iycsf70	1	196	iycsf57	1	175	iycsf95	1	97	iycsf72	1	96	iycsf79	1	77	iycsf88	1	43	iycsf81	1	38	iycsf64	1	25	iycsf90	1	18	iycsf58	1	14	iycsf75	1	11	iycsf96	1	8	iycsf84	1	6	iycsf93	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa72	iycsf72	1	5272	iycsf64	1	974	iycsf81	1	1313	iycsf75	1	445	iycsf58	1	383	iycsf90	1	595	iycsf96	1	211	iycsf73	1	196	iycsf84	1	175	iycsf93	1	97	iycsf74	1	96	iycsf82	1	77	iycsf91	1	43	iycsf83	1	38	iycsf65	1	25	iycsf92	1	18	iycsf59	1	14	iycsf76	1	11	iycsf97	1	8	iycsf85	1	6	iycsf94	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa73	iycsf74	1	5272	iycsf65	1	974	iycsf83	1	1313	iycsf76	1	445	iycsf59	1	383	iycsf92	1	595	iycsf97	1	211	iycsf74	1	196	iycsf85	1	175	iycsf94	1	97	iycsf67	1	96	iycsf83	1	77	iycsf92	1	43	iycsf61	1	38	iycsf68	1	25	iycsf99	1	18	iycsf62	1	14	iycsf77	1	11	iycsg01	1	8	iycsf86	1	6	iycsg02	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa74	iycsf69	1	5272	iycsf71	1	974	iycsf78	1	1313	iycsf63	1	445	iycsf80	1	383	iycsf87	1	595	iycsf89	1	211	iycsf70	1	196	iycsf57	1	175	iycsf95	1	97	iycsf72	1	96	iycsf79	1	77	iycsf88	1	43	iycsf81	1	38	iycsf64	1	25	iycsf90	1	18	iycsf58	1	14	iycsf75	1	11	iycsf96	1	8	iycsf84	1	6	iycsf93	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa75	iycsf72	1	5272	iycsf64	1	974	iycsf81	1	1313	iycsf75	1	445	iycsf58	1	383	iycsf90	1	595	iycsf96	1	211	iycsf73	1	196	iycsf84	1	175	iycsf93	1	97	iycsf74	1	96	iycsf82	1	77	iycsf91	1	43	iycsf83	1	38	iycsf65	1	25	iycsf92	1	18	iycsf59	1	14	iycsf76	1	11	iycsf97	1	8	iycsf85	1	6	iycsf94	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa76	iycsf74	1	5272	iycsf65	1	974	iycsf83	1	1313	iycsf76	1	445	iycsf59	1	383	iycsf92	1	595	iycsf97	1	211	iycsf74	1	196	iycsf85	1	175	iycsf94	1	97	iycsf67	1	96	iycsf83	1	77	iycsf92	1	43	iycsf61	1	38	iycsf68	1	25	iycsf99	1	18	iycsf62	1	14	iycsf77	1	11	iycsg01	1	8	iycsf86	1	6	iycsg02	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa77	iwxap40	1	290	iwxbp40	1	290	iwxcp40	1	290	iwxdp40	1	290	iwxep40	1	290	iwxfp40	1	290	iwxgp40	1	260	iwxap41	1	290	iwxbp41	1	290	iwxcp41	1	290	iwxdp41	1	290	iwxep41	1	290	iwxfp41	1	290	iwxgp41	1	260	iwxap42	1	290	iwxbp42	1	290	iwxcp42	1	290	iwxdp42	1	290	iwxep42	1	290	iwxfp42	1	290	iwxgp42	1	260	iwxap43	1	290	iwxbp43	1	290	iwxcp43	1	290	iwxdp43	1	290	iwxep43	1	290	iwxfp43	1	290	iwxgp43	1	260	iwxap44	1	290	iwxbp44	1	290	iwxcp44	1	290	iwxdp44	1	290	iwxep44	1	290	iwxfp44	1	290	iwxgp44	1	260	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa78	iwfap40	1	290	iwfbp40	1	290	iwfcp40	1	290	iwfdp40	1	290	iwfep40	1	290	iwffp40	1	290	iwfgp40	1	260	iwfap41	1	290	iwfbp41	1	290	iwfcp41	1	290	iwfdp41	1	290	iwfep41	1	290	iwffp41	1	290	iwfgp41	1	260	iwfap42	1	290	iwfbp42	1	290	iwfcp42	1	290	iwfdp42	1	290	iwfep42	1	290	iwffp42	1	290	iwfgp42	1	260	iwfap43	1	290	iwfbp43	1	290	iwfcp43	1	290	iwfdp43	1	290	iwfep43	1	290	iwffp43	1	290	iwfgp43	1	260	iwfap44	1	290	iwfbp44	1	290	iwfcp44	1	290	iwfdp44	1	290	iwfep44	1	290	iwffp44	1	290	iwfgp44	1	260	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcsa79	iwtap40	1	290	iwtbp40	1	290	iwtcp40	1	290	iwtdp40	1	290	iwtep40	1	290	iwtfp40	1	290	iwtgp40	1	260	iwtap41	1	290	iwtbp41	1	290	iwtcp41	1	290	iwtdp41	1	290	iwtep41	1	290	iwtfp41	1	290	iwtgp41	1	260	iwtap42	1	290	iwtbp42	1	290	iwtcp42	1	290	iwtdp42	1	290	iwtep42	1	290	iwtfp42	1	290	iwtgp42	1	260	iwtap43	1	290	iwtbp43	1	290	iwtcp43	1	290	iwtdp43	1	290	iwtep43	1	290	iwtfp43	1	290	iwtgp43	1	260	iwtap44	1	290	iwtbp44	1	290	iwtcp44	1	290	iwtdp44	1	290	iwtep44	1	290	iwtfp44	1	290	iwtgp44	1	260	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
